id,nome_arquivo,caminho_relativo,sha256_arquivo,sha256_texto,simhash_texto,palavras_texto,status
nvidia-ai-medium-9606c39,NVIDIA-AI_Medium.pdf,06_Mercado_Modelos_e_Noticias/Industria_Estrategia_e_Impactos/NVIDIA-AI_Medium.pdf,603a8b832cdc99d5f22fece2be6e0534bd91beb1e3808f0f2914a539db436dce,5c0df2ff6c2167c7df1210d4229ae97a124c4c8b6501d7851a48811a23360952,5de82430056fbcaa,1875,catalogado
open-knowledge-format-okf-why-google-thinks-ai-needs-a-4f5f0a1,"Open Knowledge Format (OKF)_ Why Google Thinks AI Needs a Git for Knowledge _ by Arvind Kumar _ Jun, 2026 _ Medium.pdf","05_Vector_Databases_e_Conhecimento/Formatos_e_Gestao_do_Conhecimento/Open Knowledge Format (OKF)_ Why Google Thinks AI Needs a Git for Knowledge _ by Arvind Kumar _ Jun, 2026 _ Medium.pdf",49a7296f464726e725f59816f02ce8824c31c69c4ee1295903df91835772a215,d8e4b47de2e880fa3bcad0463a02fed02cef8b4d93be1e137ec052b799452f4c,8c8847a89aaa66a0,1403,catalogado
openai-gpt-5-6-ai-could-do-anything-then-it-met-arc-ag-14bc816,"OpenAI GPT-5.6_ AI Could Do Anything, Then It Met ARC-AGI-3 _ by Alberto Romero _ Jul, 2026 _ Medium.pdf","06_Mercado_Modelos_e_Noticias/Lancamentos_e_Comparativos_de_Modelos/OpenAI GPT-5.6_ AI Could Do Anything, Then It Met ARC-AGI-3 _ by Alberto Romero _ Jul, 2026 _ Medium.pdf",d007e98699a90897f7429a25f9ed3208f8c904256cd28861dde986a9b1c65706,4d95b98b54cfab48db5330d46e6d9371990dff5035aac713fca9a943c9e778ed,d7e27bbb4d078767,1945,catalogado
q-k-v-and-w-in-transformers-a-complete-step-by-step-nu-7a417a2,"Q, K, V and W in Transformers — A Complete Step-by-Step Numeric Walkthrough _ by Dewasheesh Rana _ Medium.pdf","02_Transformers_e_Attention/Q, K, V and W in Transformers — A Complete Step-by-Step Numeric Walkthrough _ by Dewasheesh Rana _ Medium.pdf",6dabe93ec64c8d12f67c66e301fe6092a8da85f62b8c83bb9ff64608592f8b4c,f852beda1a37f1ce64460569fa1e8945059852d7f8a1b73076c0dd201bae1bd4,df592f05b6cdc5f1,1206,catalogado
stop-renting-ai-start-owning-it-by-andrew-zhu-jul-2026-340d7c2,"Stop Renting AI — Start Owning It _ by Andrew Zhu _ Jul, 2026 _ Medium.pdf","06_Mercado_Modelos_e_Noticias/Industria_Estrategia_e_Impactos/Stop Renting AI — Start Owning It _ by Andrew Zhu _ Jul, 2026 _ Medium.pdf",86bc7350917d257065b47010dfdda7f126b5e7e0a4b50abf5c368adb74de4f6c,96212581273bea8fb7c1853f1f58172ca78bf6a980b9423e6f7184b7c64bba2d,707d9cf303f86e82,1336,catalogado
surprise-ai-doesn-t-cause-layoffs-it-s-the-opposite-me-ef96be1,Surprise! AI Doesn’t Cause Layoffs. It’s the Opposite _ Medium.pdf,06_Mercado_Modelos_e_Noticias/Industria_Estrategia_e_Impactos/Surprise! AI Doesn’t Cause Layoffs. It’s the Opposite _ Medium.pdf,924b37cc24814bc962052b448abdb5fdf8f9d2d8350cdc9b5e0529e93312f8c9,8c78eeaccb3fa333b96c63788b2784f84dca054c1f58f800f7cfb46d59c429fd,aee21b1bd0ad7ae7,1681,catalogado
the-ai-industry-as-you-know-it-died-today-by-alberto-r-c7630d7,"The AI Industry as You Know It Died Today _ by Alberto Romero _ Jun, 2026 _ Medium.pdf","06_Mercado_Modelos_e_Noticias/Industria_Estrategia_e_Impactos/The AI Industry as You Know It Died Today _ by Alberto Romero _ Jun, 2026 _ Medium.pdf",c7b66989123a227f96d4a17d33e28d3ee2c68b2e8107d31aa3ae8782a70d3d81,3caed37595e2d9665d6364ede488bb0fce86fc42eeb6c997545f51ca44965eac,8617fea467988af1,2226,catalogado
the-ai-industry-has-a-really-dark-secret-you-re-better-428b9f9,"The AI Industry Has a Really Dark Secret You’re Better Off Not Knowing _ by Alberto Romero _ Jul, 2026 _ Medium.pdf","06_Mercado_Modelos_e_Noticias/Industria_Estrategia_e_Impactos/The AI Industry Has a Really Dark Secret You’re Better Off Not Knowing _ by Alberto Romero _ Jul, 2026 _ Medium.pdf",f8f6b988fa4e75d7d9dc32e62e14602654cd90f2c098968559d82f682cbfb42b,25e08d86099ae3a5e5c6b91c07bd60a5ad7367f38077474ef16f6c44766b5f77,1ef4947644dba04a,2138,catalogado
the-ai-race-is-over-no-one-new-can-catch-up-by-rekhi-j-1365670,"The AI Race Is Over. No One New Can Catch Up. _ by Rekhi _ Jul, 2026 _ Medium.pdf","06_Mercado_Modelos_e_Noticias/Industria_Estrategia_e_Impactos/The AI Race Is Over. No One New Can Catch Up. _ by Rekhi _ Jul, 2026 _ Medium.pdf",26c292529656a6c1342fda3c63e1f67a65e16b9fec060ec3add3a9cd7c4a1f0f,3b821d8a47e20c575a8cd07f2f5d92244349086a56756324eab5d78f53370a7e,f44b08cd67d30ce1,2143,catalogado
the-dangerous-myth-of-conscious-ai-chatbots-medium-f875a30,The Dangerous Myth of Conscious AI Chatbots _ Medium.pdf,03_LLMs_e_GenAI/Modelos_Limites_e_Impactos/The Dangerous Myth of Conscious AI Chatbots _ Medium.pdf,2d2b965f4820566210557924aef4835d673e7589137bfe87e065a13f6370004a,2d1cdb96a47316f24614f319b5af7ba0174493cb11e156824be27c080c265db8,a59a3bfbf5faf045,1994,catalogado
the-dark-side-of-ai-the-data-leak-problem-nobody-talks-48e59ec,"The Dark Side of AI_ The Data Leak Problem Nobody Talks About _ by Hayanan _ Data Science Collective _ Jun, 2026 _ Medium.pdf","04_Agentes_RAG_e_Apps_de_IA/Engenharia_e_Seguranca_de_Apps/The Dark Side of AI_ The Data Leak Problem Nobody Talks About _ by Hayanan _ Data Science Collective _ Jun, 2026 _ Medium.pdf",653102d60576ccf2f251cbe8d06a421e607b3a19967fb6a0b0031722eff9e3f6,5cef980ce0d336d865b7fd98fb734ec357bf914dd68e2d7a19285be0d59603a4,c18e5cffbf71b6f5,7110,catalogado
the-death-of-consumer-ai-is-coming-by-will-lockett-jul-8205775,"The Death Of Consumer AI Is Coming _ by Will Lockett _ Jul, 2026 _ Medium.pdf","06_Mercado_Modelos_e_Noticias/Industria_Estrategia_e_Impactos/The Death Of Consumer AI Is Coming _ by Will Lockett _ Jul, 2026 _ Medium.pdf",822769617a20d41ff05059c2fca4c9b5b269c3093641c9f93dfa02afbadad9e3,465c308f5ecbea2eb53449ac6792e72d07746619ecc37624b3df8081383d4b23,c0f9247e4fa9a193,1422,catalogado
the-hidden-architecture-behind-most-llm-apps-by-shreya-1d6d542,The Hidden Architecture Behind Most LLM Apps _ by Shreyas Naphad _ Activated Thinker _ Medium.pdf,04_Agentes_RAG_e_Apps_de_IA/Arquitetura_de_Agentes/The Hidden Architecture Behind Most LLM Apps _ by Shreyas Naphad _ Activated Thinker _ Medium.pdf,d46d42a0f18ef88f4a1418b18da08696120ddd6adff05f4756324e94d415c426,c5ed46e0bff08f7d6b3a6f4560571866da8ec08c8ab6726a3cb6e3f0d7d188de,354faaa701317885,1509,catalogado
the-hidden-trick-that-makes-ai-apps-10x-faster-by-shre-c58d466,The Hidden Trick That Makes AI Apps 10x Faster _ by Shreyas Naphad _ Activated Thinker _ Medium.pdf,04_Agentes_RAG_e_Apps_de_IA/Engenharia_e_Seguranca_de_Apps/The Hidden Trick That Makes AI Apps 10x Faster _ by Shreyas Naphad _ Activated Thinker _ Medium.pdf,03fdb85e9fec1ab428aaaa40aa8cbade331cac6b80bc7068b5da2729997b8149,4f53ebd62843543f2160f69819f4ff74c2b7d5dc331c68f34d0e87d68ce6fdea,a7482c9ee959faf5,834,catalogado
the-math-that-powers-modern-ai-the-small-set-of-formul-b0b11c7,The Math That Powers Modern AI. The Small Set of Formulas Behind Almost… _ by Gianpiero Andrenacci _ AI Bistrot _ Medium.pdf,01_Fundamentos_Matematica_e_Deep_Learning/Matematica_para_IA/The Math That Powers Modern AI. The Small Set of Formulas Behind Almost… _ by Gianpiero Andrenacci _ AI Bistrot _ Medium.pdf,56c2d0f09e972c03bdaf29b1989bbb9f854506c4f75ea529d66e891bd0766adc,fdb5d6018c93fc62d41da2b7e0a6a9c19df8ab4b53e1a5bf10943f180ff557b7,78cd75ad69a6515b,4983,catalogado
the-mathematical-memory-of-ai-understanding-vector-dat-48bfcd1,The Mathematical Memory of AI_ Understanding Vector Databases and Embedding Pipelines _ by Kuriko Iwai _ Medium.pdf,05_Vector_Databases_e_Conhecimento/Vector_Databases_e_Embeddings/The Mathematical Memory of AI_ Understanding Vector Databases and Embedding Pipelines _ by Kuriko Iwai _ Medium.pdf,e702d65b1fdf75dbad3acbfa0e137563fd5cc430700c4e7d9017e693940a0e4e,3f0e165b20178bfc6b3de4a4354213aa03bf8570a719595dcfd7291070b27561,cd0ee07b5db02700,3757,catalogado
transformers-explained-why-attention-is-truly-all-you--6e2c778,Transformers Explained_ Why Attention Is Truly All You Need _ by LM Po _ Medium.pdf,02_Transformers_e_Attention/Transformers Explained_ Why Attention Is Truly All You Need _ by LM Po _ Medium.pdf,9cfb4a700c7b308461b02d00e228564e08539a474d487fd6047133fc5c123072,eac5917e2f578c5e405d2a7eb8d78d19940788f74283f9212766a2716d118b2e,f8fa471c4eb961ac,2259,catalogado
understanding-the-transformer-architecture-in-plain-en-40badba,Understanding the Transformer Architecture in Plain English _ by Md Johirul Islam _ Artificial Intelligence in Plain English.pdf,02_Transformers_e_Attention/Understanding the Transformer Architecture in Plain English _ by Md Johirul Islam _ Artificial Intelligence in Plain English.pdf,a4991a6c35bcd26765c63c958de71dc3ec8fb28b51f80ca7aca09c4762d9af59,043290d7d0bafe4f4e9a8bf76b8499a70081c0ad8eeedbd29bee7ba06a90e4d5,908fc1713009a2cf,1793,catalogado
understanding-transformers-part-2-how-lstms-fixed-recu-fa6fd57,Understanding Transformers (Part 2)_ How LSTMs fixed Recurrent Networks (mostly) _ Data Science Collective.pdf,02_Transformers_e_Attention/Understanding Transformers (Part 2)_ How LSTMs fixed Recurrent Networks (mostly) _ Data Science Collective.pdf,1de1070aa5a2cb3d4167455d8a8929bf5d01de27528b0d37e65aa8de7f31b34d,9aa8f94de9b3dc102c0826eb069972efb4f2bc22b1ae57b09836bc40529de101,25fd9e01bbdbc324,3729,catalogado
understanding-transformers-part-3-positional-encodings-1d64398,Understanding Transformers (Part 3)_ Positional encodings and word embeddings _ Data Science Collective.pdf,02_Transformers_e_Attention/Understanding Transformers (Part 3)_ Positional encodings and word embeddings _ Data Science Collective.pdf,83198bc715fca74d0d37cb7c976ade706ee61fdaad4b02e33377750d191c6f03,2cd572eb5c20d8da730ec3ac8a9a6bc9b107c3264932663992061222f618b6ea,2bb4a914544b464a,3084,catalogado
understanding-transformers-part-4-attention-is-just-a--ab0a6ee,Understanding Transformers (Part 4)_ Attention is just a few matrices _ Data Science Collective.pdf,02_Transformers_e_Attention/Understanding Transformers (Part 4)_ Attention is just a few matrices _ Data Science Collective.pdf,226bc119844b95a0b2a8e4a15657d8d16285baf1add10d91f0c380f3da1c6d11,a6e1131a702c1d556a2086a6b3b839c999084e985d60c7b22a7321bd8a32b118,c588bf83dc535baa,3685,catalogado
vector-databases-the-hidden-backbone-of-modern-ai-by-h-f141253,Vector Databases_ The Hidden Backbone of Modern AI _ by Hemanth Raju Koneti _ CodeX _ Medium.pdf,05_Vector_Databases_e_Conhecimento/Vector_Databases_e_Embeddings/Vector Databases_ The Hidden Backbone of Modern AI _ by Hemanth Raju Koneti _ CodeX _ Medium.pdf,9d67c8bc73e1e52bc28cbc4873c2e2640cd2b56f6a7a75dcb1d7d7c3941e7b55,601751882848055d27fc86b363f56e802b9923b737e2411739898b0ed1d2a646,fb112ecb535409ad,1232,catalogado
what-anthropic-didn-t-say-about-fable-5-s-return-by-ha-80b33a4,"What Anthropic Didn’t Say About Fable 5’s Return _ by Han HELOIR YAN, Ph.D. ☕️ _ All in AI _ Jul, 2026 _ Medium.pdf","06_Mercado_Modelos_e_Noticias/Lancamentos_e_Comparativos_de_Modelos/What Anthropic Didn’t Say About Fable 5’s Return _ by Han HELOIR YAN, Ph.D. ☕️ _ All in AI _ Jul, 2026 _ Medium.pdf",6b5b23d7488687b4e56573103d364e62c9eaa80c1209c8c7f62d0576ef9c4cc5,bb260ad62fe4cdcdfe738bf3849e3be595af489411bb1dcba186374a769d573d,d9f51f19baa27ed5,2146,catalogado
what-is-an-llm-large-language-models-explained-2026-gu-0e69ff8,"What Is an LLM_ Large Language Models Explained (2026 Guide) _ by Shreyas Naphad _ Activated Thinker _ Jun, 2026 _ Medium.pdf","03_LLMs_e_GenAI/Conceitos_e_Fundamentos/What Is an LLM_ Large Language Models Explained (2026 Guide) _ by Shreyas Naphad _ Activated Thinker _ Jun, 2026 _ Medium.pdf",daee4c8f657f9ba036d34e2e505911dbb4cdb316a5c830ec2282af03d65af666,c39919498daf78c6eb676ddb79f0d09546380b9c5f68b64acf5535195ed71e3e,b938c050721bb5d9,1758,catalogado
you-re-not-going-to-like-what-ai-becomes-after-july-12-e1a1924,"You’re not going to like what AI becomes after July 12th. _ by Michal Malewicz _ Jul, 2026 _ Medium.pdf","06_Mercado_Modelos_e_Noticias/Industria_Estrategia_e_Impactos/You’re not going to like what AI becomes after July 12th. _ by Michal Malewicz _ Jul, 2026 _ Medium.pdf",344c1f91b1ca2ba567e7f2ac879e62c136c0b4e63e9986a4608f7bb4ba78205c,e43386ad3e9cdbe25835cfebc4cb5437259c4bb0c588b098221eb3556e1c0a96,be606546d3c0e913,1828,catalogado
your-brain-already-understands-ai-here-s-how-neural-ne-0176a4c,Your Brain Already Understands AI. Here’s How Neural Networks Actually Work _ by CodeWithYog _ Let’s Code Future _ Medium.pdf,01_Fundamentos_Matematica_e_Deep_Learning/Redes_Neurais_e_Aprendizado/Your Brain Already Understands AI. Here’s How Neural Networks Actually Work _ by CodeWithYog _ Let’s Code Future _ Medium.pdf,656e54fc368e42bdc3bf4654b8caed0bd0c87b338c4a1d9e44f7c40a9d80a880,fa6d3ce499a51acc1cbaf5c6c6da2780427991567882afe0dc2509ed0384494f,637add37713d2f0a,1377,catalogado
drive-16k-llm-modelo-mental,biblioteca-superficie-relogio.md.docx,Google Drive/Documentos-gerais/biblioteca-superficie-relogio.md.docx,06eb27ec12bd944d6157162c1a543aeeb6fe4276cd6212c87f3a0ba843923423,115d10760afa202273a1ec81b6df2187bae6f9516d646588795df2f6402769b7,7f3f90845b61fb15,56,drive_catalogado
drive-16h-rumo-ao-desconhecido-doc,Meio_Pedro-Burgos_Rumo ao desconhecido,Google Drive/Documentos-gerais/Meio_Pedro-Burgos_Rumo ao desconhecido,57f7a1f392ab64dbb5230eeab50adc973417effabab06e5a4a76457f723c56e0,30ad3095319a9de95eb7de54938e288f9568db4f4a51600a6607d74218dd8615,02c9bf555d01cb2b,47,duplicado_em_jornais_noticias
drive-1qx-ai-planet-pressure,Sweden-AI.pdf,Google Drive/Documentos-gerais/Sweden-AI.pdf,f3a098e2704b755bf2e5be57844fb42f248b14080c83310b39a67b6db1bc80d9,8ffa9f75717ab6fc329eee7c43ed5fcf1aba4b5dc78f1038e8c618ae8463a1fe,cfd9d4cf95c9e4ae,48,drive_catalogado
drive-1gd-llion-jones-uk,AI pioneer Llion Jones calls for UK to 'be brave' in tech race.pdf,Google Drive/Documentos-gerais/AI pioneer Llion Jones calls for UK to 'be brave' in tech race.pdf,6fc4831a83431bf6613716e44c97de620165b263d1dc9a2d9379af44176056ea,33e4529987d6c5cb16fdddebc6c0bf68ea35d98f8d8509be3928122ab64b9e0d,35bf86e231efd54d,64,drive_catalogado
drive-1mg-diretrizes-ia-ies,DIRETRIZES 18 NOV - Revisada.pdf,Google Drive/Documentos-gerais/DIRETRIZES 18 NOV - Revisada.pdf,8629386b6d046fd91c7d9972c94e86105956eb94d5a2a726f7735b7615d4b7e9,1caa0bf63b5ba80a26fa78be0cef826aba0b3d57f7a2034b606ffac07d35d9d7,774100783d764fff,55,drive_catalogado
drive-1yy-economistas-nobel-emprego,Folha_IA_ Economistas e vencedores do Nobel temem demissões - 14_07_2026 - Tec - Folha.pdf,Google Drive/Jornais-noticias-diarias/Folha_IA_ Economistas e vencedores do Nobel temem demissões - 14_07_2026 - Tec - Folha.pdf,cc4834d55c217830e13f998acdc251340ea6caba2baf090ed80bf97ad2129c0d,1ecd0778a98975f1db8ee7267539232cd9e6abad1d21f0fa5062a656adc53075,1f2f26a9ba43dd1c,63,drive_catalogado
drive-1s7-ataque-ia-judiciario,Ataque de IA ao Judiciário é um alerta - 17_05_2026 - Ronaldo Lemos - Folha.pdf,Google Drive/Jornais-noticias-diarias/Ataque de IA ao Judiciário é um alerta - 17_05_2026 - Ronaldo Lemos - Folha.pdf,a9a5d472aa0825d3c698e0192f8b83944603817da95522fad2fc7c0bb9c668dc,bd3d590bcd6682224ba131f5de184ce7abd826ca4a20e65adbb7afa58cfffa3a,41bb857c86f26b0d,53,drive_catalogado
drive-1zj-ia-ensino-superior-banida,Ferramentas de IA na educação superior devem ser banidas_ - 19_04_2026 - Opinião - Folha.pdf,Google Drive/Jornais-noticias-diarias/Ferramentas de IA na educação superior devem ser banidas_ - 19_04_2026 - Opinião - Folha.pdf,6d4c28d2d854934a4baccd319122302ecc989e3b0622962588febc3d9173b13a,a0437b56c25540310b699e3505f7d730151a90df82ab97d836e64ff726ea5f00,65b717d515ca7e7b,54,drive_catalogado
drive-1bd-ia-poema-experiencia,IA pode sentir um poema como um ser humano_ - 07_03_2026 - Ilustríssima - Folha.pdf,Google Drive/Jornais-noticias-diarias/IA pode sentir um poema como um ser humano_ - 07_03_2026 - Ilustríssima - Folha.pdf,46d36b06ba7cda52f4557e731e03e2b93aeb0a4b7d8ea54b6732db98783b0f2b,762856a91f08fb9d68762364ed1da551da825fef4384b88778528befa5a4cedd,533096485c74b29f,53,drive_catalogado
drive-1ye-rumo-ao-desconhecido-pdf,Meio_Pedro-Burgos_Rumo ao desconhecido.pdf,Google Drive/Jornais-noticias-diarias/Meio_Pedro-Burgos_Rumo ao desconhecido.pdf,8867e0fd70b0055f3674d2db077b71a61487a6344cf0d29e405fe8dc2b1a0b03,30ad3095319a9de95eb7de54938e288f9568db4f4a51600a6607d74218dd8615,02c9bf555d01cb2b,47,drive_catalogado
drive-1i3-trabalhadores-expostos-ia,Quase 1_3 dos trabalhadores do país tem emprego exposto à IA _ Brasil _ Valor Econômico.pdf,Google Drive/Jornais-noticias-diarias/Quase 1_3 dos trabalhadores do país tem emprego exposto à IA _ Brasil _ Valor Econômico.pdf,ee3a79cc1b477c42a09fb9357b333db1ba49247be1357f1a7f047606da531cd6,67ad3801339c0eebd35343f8bd1dc9d09cda4085490f2208cb226b99bcb569a9,8a21606f24748bdf,57,drive_catalogado
drive-1vb-robotaxis-apagao,Robotáxis travam trânsito em San Francisco durante apagão - 25_12_2025 - Economia - Folha.pdf,Google Drive/Jornais-noticias-diarias/Robotáxis travam trânsito em San Francisco durante apagão - 25_12_2025 - Economia - Folha.pdf,d7c2d2a9d9e7759be7c415eddebe1253021fd4bf96178b1247d2e14cacd4cc98,8094849fddac55173e19e566be2f7a3372d5e00d13b235fb38f5418d8c3803e2,a716b111ae0b4320,53,drive_catalogado
drive-1ac-casamento-persona-chatgpt,Conheça a mulher que se casou com persona do ChatGPT - 18_12_2025 - Tec - Folha.pdf,Google Drive/Jornais-noticias-diarias/Conheça a mulher que se casou com persona do ChatGPT - 18_12_2025 - Tec - Folha.pdf,b8a75db79e5a4332b335e356ceb2703284d76ace5f1db458145f3627d016e030,fca6aa1b6b1d86a48e71ced446754e02f1a4f29c5e6fdcf256a9ea599c72dc8d,dcc9796770159ea4,58,drive_catalogado
drive-1bq-universidade-vai-acabar,A universidade como a conhecemos vai acabar (e isso é uma boa notícia) - 23_11_2025 - Opinião - Folha.pdf,Google Drive/Jornais-noticias-diarias/A universidade como a conhecemos vai acabar (e isso é uma boa notícia) - 23_11_2025 - Opinião - Folha.pdf,6f76dc9625333ee9cf06df4abca97128412edd650d5d46f4aedb58e3fbed5782,9af8e595c63d3a5b8ca63c6228cd1defe9c25b8c20824c75d56697671ae030a3,adcce959b2213456,55,drive_catalogado
drive-1ga-knowledge-preservation,s41467-026-72667-3 (1).pdf,Google Drive/Papers_IA/s41467-026-72667-3 (1).pdf,d78b07ed76f64dcb2e82d3a1bc3862f15832e23392256004f66655ecf4fd7d26,2ece2d48b92bb8eb649d27688af58fd28bdbffd2acc74edb1f49bc36aeb22b2e,f7dcea0e50644636,58,drive_catalogado
drive-1uw-ml-deep-learning,s12525-021-00475-2.pdf,Google Drive/Papers_IA/s12525-021-00475-2.pdf,43f3e165d5207413d051af0030c82a577eaa13b7a99f7fb326e650f756324d42,41fac8b3016357e5eed036addad8f1e575202812b46907a487376300a60d96a0,361029a6564a6cee,52,drive_catalogado
drive-1qu-geoai-review,When_Machine_Learning_Meets_Geospatial_Data_A_Comprehensive_GeoAI_Review.pdf,Google Drive/Papers_IA/When_Machine_Learning_Meets_Geospatial_Data_A_Comprehensive_GeoAI_Review.pdf,d75dc7780d386f0f0a7d261fbb697a6fe6bfc51e422013adcd7cd3f5eca2c209,0d4c3f6ad8967c7f8ddebbd7229281a095a6010a1c01bf123dd18676c2cdb08b,334eadfdf0527702,54,drive_catalogado
drive-1s3-fifth-era-science,journal.pbio.3003230.pdf,Google Drive/Papers_IA/journal.pbio.3003230.pdf,4bfcf10df3bc5fd71b206f1ecde9062e784f146b1c37f0a500f7d07c0a3a971d,20c7752b693d535b1f5191b09746385cbc42294ea22d43f5893c5d4b72ccf27b,f315e4f151df2d19,58,drive_catalogado
drive-152-ml-foundation-models-mapbiomas,"OGH MAPBIOMAS - ML Predictions, Foundation Models & Embeddings: Status & Operational Applications","Google Drive/Apresentações_IA/OGH MAPBIOMAS - ML Predictions, Foundation Models & Embeddings: Status & Operational Applications",8d96394f882b14c82dfb6fe885196d1c232b2faf8a2f8bf474b71463a354cff4,9c49ba46dc26a22dfbb139cfa6662f241c3c332eb0d1b3a38c1981b7aa3e297c,ef7c5e6453908430,45,drive_catalogado
drive-1tt-pi-minimalist-agent,Pi: A minimalist coding agent,Google Drive/Apresentações_IA/Pi: A minimalist coding agent,f23030fce936de0ce5c95f55ca8bd4bc22f2ca8fd9aa1a884636d18a9429304b,220eb52ba939ba6394e59d713f96ed08e5ce5b703d1eeb9289ef096b6a2197df,d11ef31d550b3541,44,drive_catalogado
drive-1l9-fifth-research-paradigm,"The 5th research paradigm: from empirical science to scientific AI (Café com bolo, ciência e IA | LAPIG/UFG)","Google Drive/Apresentações_IA/The 5th research paradigm: from empirical science to scientific AI (Café com bolo, ciência e IA | LAPIG/UFG)",a5b33104e6f100bd28ac8414d7645b3d8fe6612b9893269cee23be36a500c6e4,edb34fb1a0bb358b38bcadffb3f4db1bc6c1515a50189c55cf010f8b64a91129,c138d4c7d23c605f,51,drive_catalogado
drive-1jp-ia-cisne-vermelho-pos,CIAMB_Laerte-Ferreira_20-05-2026,Google Drive/Apresentações_IA/CIAMB_Laerte-Ferreira_20-05-2026,f84a2641b6b03767f6ecd16b631e7b2ef2234164929d5ee3f8fbc98434f44bf3,15754985166e3b4dbf7a66eb733d7c6dd4d0b6a51c5b29d552e2986fb9685866,e71f60c6debf8278,41,drive_catalogado
drive-1ka-llm-geo-research,MarioAI_ZCC.pptx,Google Drive/Apresentações_IA/MarioAI_ZCC.pptx,74c79bae135aaf22d03523916376a2179c26245bc8bc3da0007acf1bad628ccf,46707a8fd40620db8cb5ae6d5b39f7da28da73f4185da623e6ed9659f841c7b2,50cfd0f33e914792,53,drive_catalogado
drive-1xd-pasto-legal,Pasto legal - Slides Webinar,Google Drive/Apresentações_IA/Pasto legal - Slides Webinar,a2edfd3ca20df00809baaee22cfcd4519625bfd93077fc9d2ad47c33bae96f14,f79d95ba530f2d1f9a8bb4b25ea0d38cda9333ee889b12b05313a77f01c15d78,37dfc13365a4376e,42,drive_catalogado
drive-1ex-ia-impactos-riscos,IA-Impactos_28-Novembro_Laerte-Ferreira,Google Drive/Apresentações_IA/IA-Impactos_28-Novembro_Laerte-Ferreira,893f34440c1dc81576e9461a96601afb12faf1d4a822d0d88c86d55a78b41c87,3a355cf8b6ea8dcf7595b05f207f7f6411f46f20f8a7cce77f6fc9553850d57c,bac17a4ce9a4f2db,41,drive_catalogado
drive-1gz-clay-foundation-model,Clay Foundation Model.pdf,Google Drive/Apresentações_IA/Clay Foundation Model.pdf,a012f452e009b112be13bef41bd701a56a797a2f4879a2fbecd8e10cdbe5437b,5a0aad41461aff5ed57a06685a07ba4fbd0e1ff43df472c63f130680852ac3df,89a32addcc63b447,43,drive_catalogado
drive-1uq-llm-pesquisa-geoespacial,Cafe_bolo_LAPIG_Mario.pdf,Google Drive/Apresentações_IA/Cafe_bolo_LAPIG_Mario.pdf,67c0f850f373656f1f0beae7484fbcc23af153c73cbc4d083518f4006b5c9e7d,0f363d18f91d2c8bff59ec780b7c2a79f6582cdc0e40bbb7ffc0860231899ce1,77cc45ed8e48b98e,60,drive_catalogado
link-panorama-global-ia-generativa,Panorama Global da IA Generativa,Google Drive/Links_videos/Panorama Global da IA Generativa,e2a0cc8e3e21a238923bba717c04d11d38614ddad3dba11a358568ff3c9d4aff,5b3655df754e81d813b338047c1e47ca82ddba6f05d9ca5dbb3e01a1308018f6,2e1bb8fefc0cc674,48,link_externo_catalogado
